Timestamp,Device Name,MessageType,Data
2025-08-29 16:59:47.397530,room0 MediaPort 1,Command,'Connect'
2025-08-29 17:07:57.045175,room0 Display1,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.046237,room0 Display2,Option,'PrintToTrace,True'
2025-08-29 17:07:57.047237,room0 Display2,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.047237,room0 Display2,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.048239,room0 Display3,Option,'PrintToTrace,True'
2025-08-29 17:07:57.049237,room0 Display3,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.049237,room0 Display3,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.050252,room0 Display4,Option,'PrintToTrace,True'
2025-08-29 17:07:57.051238,room0 Display4,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.052237,room0 Display4,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.053238,room0 Video Switcher,Event,'ConnectionStatus,Connected,None'
2025-08-29 17:07:57.053238,room0 Display5,Option,'PrintToTrace,True'
2025-08-29 17:07:57.053238,room0 Video Switcher,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.054238,room0 Display5,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.054238,room0 Display5,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.055688,room0 Display6,Option,'PrintToTrace,True'
2025-08-29 17:07:57.056848,room0 Display6,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.056848,room0 Display6,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.057743,room0 Display7,Option,'PrintToTrace,True'
2025-08-29 17:07:57.058877,room0 Display7,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.058877,room0 Display7,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.059745,room0 Display8,Option,'PrintToTrace,True'
2025-08-29 17:07:57.060912,room0 Display8,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.060912,room0 Display8,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.061630,room0 Display9,Option,'PrintToTrace,True'
2025-08-29 17:07:57.062764,room0 Display9,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.062764,room0 Display9,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.063758,room0 Display10,Option,'PrintToTrace,True'
2025-08-29 17:07:57.064759,room0 Display10,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.064759,room0 Display10,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.065758,room0 Display11,Option,'PrintToTrace,True'
2025-08-29 17:07:57.066758,room0 Display11,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.066758,room0 Display11,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.067759,room0 Display12,Option,'PrintToTrace,True'
2025-08-29 17:07:57.068758,room0 Display12,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.068758,room0 Display12,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.069758,room0 Display13,Option,'PrintToTrace,True'
2025-08-29 17:07:57.070759,room0 Display13,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.070759,room0 Display13,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.071758,room0 Display14,Option,'PrintToTrace,True'
2025-08-29 17:07:57.072980,room0 Display14,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.072980,room0 Display14,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.112671,room0 Cable TV0,Option,'PrintToTrace,True'
2025-08-29 17:07:57.128995,room0 Cable TV0,Event,'OnlineStatus,Online'
2025-08-29 17:07:57.188616,room0 Cable TV1,Option,'PrintToTrace,True'
2025-08-29 17:07:57.200844,room0 ULX Mic1,Option,'PrintToTrace,True'
2025-08-29 17:07:57.202862,room0 ULX Mic1,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.204771,room0 ULX Mic2,Option,'PrintToTrace,True'
2025-08-29 17:07:57.205765,room0 ULX Mic2,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.221472,Annotator,Option,'PrintToTrace,True'
2025-08-29 17:07:57.221472,Annotator,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.221472,Annotator,Event,'FullConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.224896,Annotator,Event,'ConnectionStatus,Connected,None'
2025-08-29 17:07:57.224896,Annotator,Event,'ConnectionStatus,Disconnected,None'
2025-08-29 17:07:57.224896,Annotator,Command,'Disconnect'
2025-08-29 17:07:57.224896,Annotator,Event,'ConnectionStatus,Connected,None'
2025-08-29 17:07:57.321564,DEBUG,Print,'EXCEPTION:NonvolatileValues:ReadValues:Traceback (most recent call last):\n  File "c:\\Users\\manyr\\OneDrive\\Desktop\\serv\\tools.py", line 387, in ReadValues\n    values = _json.load(f)\n  File "c:\\Python\\Python310\\lib\\json\\__init__.py", line 293, in load\n    return loads(fp.read(),\n  File "c:\\Python\\Python310\\lib\\json\\__init__.py", line 346, in loads\n    return _default_decoder.decode(s)\n  File "c:\\Python\\Python310\\lib\\json\\decoder.py", line 337, in decode\n    obj, end = self.raw_decode(s, idx=_w(s, 0).end())\n  File "c:\\Python\\Python310\\lib\\json\\decoder.py", line 355, in raw_decode\n    raise JSONDecodeError("Expecting value", s, err.value) from None\njson.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)\n:deleting corrupted file'
2025-08-29 17:07:57.321564,DEBUG,Print,'EXCEPTION:NonvolatileValues:ReadValues:Traceback (most recent call last):\n  File "c:\\Users\\manyr\\OneDrive\\Desktop\\serv\\tools.py", line 387, in ReadValues\n    values = _json.load(f)\n  File "c:\\Python\\Python310\\lib\\json\\__init__.py", line 293, in load\n    return loads(fp.read(),\n  File "c:\\Python\\Python310\\lib\\json\\__init__.py", line 346, in loads\n    return _default_decoder.decode(s)\n  File "c:\\Python\\Python310\\lib\\json\\decoder.py", line 337, in decode\n    obj, end = self.raw_decode(s, idx=_w(s, 0).end())\n  File "c:\\Python\\Python310\\lib\\json\\decoder.py", line 355, in raw_decode\n    raise JSONDecodeError("Expecting value", s, err.value) from None\njson.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)\n:deleting corrupted file'
2025-08-29 17:07:57.322563,DEBUG,Print,'EXCEPTION:NonvolatileValues:ReadValues:Traceback (most recent call last):\n  File "c:\\Users\\manyr\\OneDrive\\Desktop\\serv\\tools.py", line 387, in ReadValues\n    values = _json.load(f)\n  File "c:\\Python\\Python310\\lib\\json\\__init__.py", line 293, in load\n    return loads(fp.read(),\n  File "c:\\Python\\Python310\\lib\\json\\__init__.py", line 346, in loads\n    return _default_decoder.decode(s)\n  File "c:\\Python\\Python310\\lib\\json\\decoder.py", line 337, in decode\n    obj, end = self.raw_decode(s, idx=_w(s, 0).end())\n  File "c:\\Python\\Python310\\lib\\json\\decoder.py", line 355, in raw_decode\n    raise JSONDecodeError("Expecting value", s, err.value) from None\njson.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)\n:deleting corrupted file'
2025-08-29 17:07:57.322563,room0 Main Virtual Panel,Command,'HideAllPopups'
2025-08-29 17:07:57.327571,Annotator,Command,'Connect'
2025-08-29 17:07:57.771264,room0 Nav Virtual Panel Lectern,Command,'ShowPopup,Preset Busy,0'
2025-08-29 17:07:57.772324,room0 Nav Virtual Panel Lectern,Command,'ShowPopup,Preset Busy,0'
2025-08-29 17:07:59.274764,room0 Main Virtual Panel,Command,'SetCurrent,int,[4600, 4601, 4602, 4603, 4604, 4605, 4606, 4607, 4608, 4609, 4610, 4611, 4612, 4613, 4614, 4615, 4616, 4617, 4618, 4619, 4620, 4621, 4622, 4623, 4624, 4625, 4626, 4627, 4628, 4629, 4630, 4631, 4632, 4633, 4634, 4635, 4636, 4637, 4638, 4639, 4640],0'
2025-08-29 17:08:01.119951,room0 MediaPort 1,Command,'Connect'
2025-08-29 17:08:02.270231,room0 Main Virtual Panel,Command,'SetVisible,Label,4536,,False'
2025-08-29 17:08:02.271230,room0 Main Virtual Panel,Command,'SetVisible,Label,4537,,False'
2025-08-29 17:08:07.235222,Annotator,Command,'Connect'
2025-08-29 17:08:07.235222,Annotator,Command,'UpdatePowerSaveMode,None'
2025-08-29 17:08:07.782638,room0 Main Virtual Panel,Command,'SetVisible,Label,4536,,False'
2025-08-29 17:08:07.783099,room0 Main Virtual Panel,Command,'SetVisible,Label,4537,,False'
2025-08-29 17:08:07.783099,room0 Nav Virtual Panel Lectern,Command,'HidePopup,Preset Busy'
2025-08-29 17:08:18.364701,room0 Main Virtual Panel,Command,'Button,<extronlib.device.UIDevice.UIDevice object at 0x0000029AE3D03340>,16,,Released'
