Timestamp,Device Name,MessageType,Data
2025-08-26 09:17:04.512680,Processor,Option,'PrintToTrace,True'
2025-08-26 09:17:04.528206,iPad,Option,'PrintToTrace,True'
2025-08-26 09:17:04.556965,Phone,Option,'PrintToTrace,True'
2025-08-26 09:17:04.558964,MainTP,Option,'PrintToTrace,True'
2025-08-26 09:17:04.559972,MainTP,Command,'AddPanel,panel0'
2025-08-26 09:17:04.559972,MainTP,Command,'AddPanel,panel1'
2025-08-26 09:17:04.571514,AVR,Option,'PrintToTrace,True'
2025-08-26 09:17:23.872493,Projector,Option,'PrintToTrace,True'
2025-08-26 09:17:23.873492,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-08-26 09:17:25.036180,MainTP,Command,'HideAllPopups'
2025-08-26 09:17:25.036180,MainTP,Command,'ShowPage,Start Page'
2025-08-26 09:17:35.069369,Projector,Command,'Connect'
2025-08-26 09:18:07.161117,Projector,Command,'Connect'Timestamp,Device Name,MessageType,Data
2025-08-26 09:18:07.225295,Projector,Event,'ConnectionStatus,Connected,None'
2025-08-26 09:18:07.238544,Projector,API,From Device,"b'Ok003V\\xaf7000C1500\\rOk003V\\xaf7000C1500\\rOk003V\\xaf7000C1500\\r'"
2025-08-26 09:18:07.331128,MainTP,Command,'SetText,Label,100,lbl_projector,Projector\nStatus'
2025-08-26 09:18:08.265778,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-08-26 09:18:08.265778,MainTP,Command,'SetText,Label,100,lbl_projector,Disconnected'
2025-08-26 09:18:48.032393,Projector,Command,'Connect'
2025-08-26 09:18:48.064819,Projector,Event,'ConnectionStatus,Connected,None'
2025-08-26 09:18:48.065819,MainTP,Command,'SetText,Label,100,lbl_projector,Projector\nStatus'
2025-08-26 09:19:14.913432,Projector,API,From Device,"b'Ok003V\\xaf7000C1500\\rOk003V\\xaf7000C1500\\rOk003V\\xaf7000C1500\\r'"Timestamp,Device Name,MessageType,Data
2025-08-26 09:20:07.888853,Processor,Option,'PrintToTrace,True'
2025-08-26 09:20:07.905027,iPad,Option,'PrintToTrace,True'
2025-08-26 09:20:07.920820,Phone,Option,'PrintToTrace,True'
2025-08-26 09:20:07.923824,MainTP,Option,'PrintToTrace,True'
2025-08-26 09:20:07.923824,MainTP,Command,'AddPanel,panel0'
2025-08-26 09:20:07.923824,MainTP,Command,'AddPanel,panel1'
2025-08-26 09:20:07.950486,AVR,Option,'PrintToTrace,True'
2025-08-26 09:20:07.952460,Projector,Option,'PrintToTrace,True'
2025-08-26 09:20:07.952460,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-08-26 09:20:08.425281,MainTP,Command,'HideAllPopups'
2025-08-26 09:20:08.425281,MainTP,Command,'ShowPage,Start Page'
2025-08-26 09:20:18.449065,Projector,Command,'Connect'
2025-08-26 09:20:25.381397,Projector,Event,'ConnectionStatus,Connected,None'
2025-08-26 09:20:25.592549,MainTP,Command,'SetText,Label,100,lbl_projector,Projector\nStatus'
2025-08-26 09:20:26.416361,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-08-26 09:20:26.417643,MainTP,Command,'SetText,Label,100,lbl_projector,Disconnected'
2025-08-26 09:20:31.925198,Projector,Command,'Connect'
2025-08-26 09:20:32.114770,Projector,Event,'ConnectionStatus,Connected,None'
2025-08-26 09:20:32.115766,MainTP,Command,'SetText,Label,100,lbl_projector,Projector\nStatus'
2025-08-26 09:20:37.184947,Projector,API,From Device,"b'Ok003V\\xaf7000C1500\\r'"
2025-08-26 09:20:42.136252,Projector,Command,'UpdatePower,None'
2025-08-26 09:20:42.137251,Projector,API,To Device,'~00150 1\r'
2025-08-26 09:20:42.424871,Projector,API,From Device,"b'Ok003V\\xaf7000C1500\\r'"
2025-08-26 09:20:47.444427,Projector,API,From Device,b'Ok003V\xaf7000C1500\r'
2025-08-26 09:20:47.461583,Projector,Event,'Power,Off,None'
2025-08-26 09:20:47.557624,MainTP,Command,'SetStateButton,101,btn_projector,0'
2025-08-26 09:20:47.558620,MainTP,Command,'SetTextButton,101,btn_projector,Off'
2025-08-26 09:20:47.558620,MainTP,Command,'ShowPage,Start Page'
2025-08-26 09:20:47.558620,MainTP,Command,'HideAllPopups'
2025-08-26 09:20:47.558620,Projector,Event,'Input,None,None'
2025-08-26 09:20:47.558620,Projector,Event,'DisplayMode,None,None'
2025-08-26 09:20:57.579718,Projector,Command,'UpdatePower,None'
2025-08-26 09:20:57.579718,Projector,API,To Device,'~00150 1\r'
2025-08-26 09:20:57.726592,Projector,API,From Device,"b'Ok003V\\xaf7000C1500\\r'"
2025-08-26 09:20:57.948743,Projector,API,From Device,b'Ok003V\xaf7000C1500\r'
2025-08-26 09:21:07.968823,Projector,Command,'UpdatePower,None'Timestamp,Device Name,MessageType,Data
2025-08-26 09:21:55.641755,Processor,Option,'PrintToTrace,True'
2025-08-26 09:21:55.671327,iPad,Option,'PrintToTrace,True'
2025-08-26 09:21:55.702445,Phone,Option,'PrintToTrace,True'
2025-08-26 09:21:55.705443,MainTP,Option,'PrintToTrace,True'
2025-08-26 09:21:55.705443,MainTP,Command,'AddPanel,panel0'
2025-08-26 09:21:55.705443,MainTP,Command,'AddPanel,panel1'
2025-08-26 09:21:55.717123,AVR,Option,'PrintToTrace,True'
2025-08-26 09:21:55.718124,Projector,Option,'PrintToTrace,True'
2025-08-26 09:21:55.719123,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-08-26 09:21:56.201549,MainTP,Command,'HideAllPopups'
2025-08-26 09:21:56.201549,MainTP,Command,'ShowPage,Start Page'
2025-08-26 09:22:06.221068,Projector,Command,'Connect'
2025-08-26 09:22:06.516464,Projector,Event,'ConnectionStatus,Connected,None'
2025-08-26 09:22:06.657705,MainTP,Command,'SetText,Label,100,lbl_projector,Projector\nStatus'
2025-08-26 09:22:07.529879,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-08-26 09:22:07.530879,MainTP,Command,'SetText,Label,100,lbl_projector,Disconnected'
2025-08-26 09:22:07.530879,Projector,Event,'ConnectionStatus,Connected,None'
2025-08-26 09:22:07.530879,MainTP,Command,'SetText,Label,100,lbl_projector,Projector\nStatus'
2025-08-26 09:22:12.549022,Projector,Command,'UpdatePower,None'
2025-08-26 09:22:12.550033,Projector,API,To Device,'~00150 1\r'
2025-08-26 09:22:12.551032,Projector,API,From Device,b''
2025-08-26 09:22:22.573044,Projector,Command,'UpdatePower,None'
2025-08-26 09:22:22.573044,Projector,API,To Device,'~00150 1\r'
2025-08-26 09:22:22.573044,Projector,API,From Device,b''
2025-08-26 09:22:32.594535,Projector,Command,'UpdatePower,None'
2025-08-26 09:22:32.594535,Projector,API,To Device,'~00150 1\r'
2025-08-26 09:22:32.595534,Projector,API,From Device,b''
2025-08-26 09:22:42.611379,Projector,Command,'UpdatePower,None'
2025-08-26 09:22:42.611379,Projector,API,To Device,'~00150 1\r'
2025-08-26 09:22:42.612387,Projector,API,From Device,b''
2025-08-26 09:22:52.640581,Projector,Command,'UpdatePower,None'
2025-08-26 09:22:52.641585,Projector,API,To Device,'~00150 1\r'
2025-08-26 09:22:52.641585,Projector,API,From Device,b''
2025-08-26 09:23:02.657237,Projector,Command,'UpdatePower,None'Timestamp,Device Name,MessageType,Data
2025-08-26 09:52:19.197121,Processor,Option,'PrintToTrace,True'
2025-08-26 09:52:19.213799,iPad,Option,'PrintToTrace,True'
2025-08-26 09:52:19.243975,Phone,Option,'PrintToTrace,True'
2025-08-26 09:52:19.246717,MainTP,Option,'PrintToTrace,True'
2025-08-26 09:52:19.246717,MainTP,Command,'AddPanel,panel0'
2025-08-26 09:52:19.246717,MainTP,Command,'AddPanel,panel1'
2025-08-26 09:52:19.272834,AVR,Option,'PrintToTrace,True'
2025-08-26 09:52:19.273825,Projector,Option,'PrintToTrace,True'
