Timestamp,Device Name,MessageType,Data
2026-03-05 15:12:20.771148,DEBUG,Print,'save program logs to file? True'
2026-03-05 15:12:20.772149,DEBUG,Print,'enable debug server? True'
2026-03-05 15:12:20.788906,DEBUG,Print,"{'alias': 'IC142Panel', 'name': 'IC Room 142 Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 15:12:20.789301,DEBUG,Print,'process device data : tp_data_class0 : alias : IC142Panel'
2026-03-05 15:12:20.789932,DEBUG,Print,'process device data : tp_data_class0 : name : IC Room 142 Touch Panel'
2026-03-05 15:12:20.790331,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class0 : part_number : 60-1561-02'
2026-03-05 15:12:36.924570,Device TP:IC142Panel,Option,'PrintToTrace,True'
2026-03-05 15:12:36.927332,Device TP:IC142Panel,Command,'ShowPopup,Booting,0'
2026-03-05 15:12:36.927914,DEBUG,Print,"{'alias': 'IC143Panel', 'name': 'IC Room 143 Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 15:12:36.928499,DEBUG,Print,'process device data : tp_data_class1 : alias : IC143Panel'
2026-03-05 15:12:36.932427,DEBUG,Print,'process device data : tp_data_class1 : name : IC Room 143 Touch Panel'
2026-03-05 15:12:36.932864,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class1 : part_number : 60-1561-02'
2026-03-05 15:12:53.252218,Device TP:IC143Panel,Option,'PrintToTrace,True'
2026-03-05 15:12:53.258928,Device TP:IC143Panel,Command,'ShowPopup,Booting,0'
2026-03-05 15:12:53.260326,DEBUG,Print,"{'alias': 'IC144Panel', 'name': 'IC Room 144 Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 15:12:53.265071,DEBUG,Print,'process device data : tp_data_class2 : alias : IC144Panel'
2026-03-05 15:12:53.267828,DEBUG,Print,'process device data : tp_data_class2 : name : IC Room 144 Touch Panel'
2026-03-05 15:12:53.269279,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class2 : part_number : 60-1561-02'
2026-03-05 15:13:09.556444,Device TP:IC144Panel,Option,'PrintToTrace,True'
2026-03-05 15:13:09.558300,Device TP:IC144Panel,Command,'ShowPopup,Booting,0'
2026-03-05 15:13:09.558800,DEBUG,Print,"{'alias': 'BreakRmPanel', 'name': 'Break Room Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 15:13:09.559300,DEBUG,Print,'process device data : tp_data_class3 : alias : BreakRmPanel'
2026-03-05 15:13:09.559805,DEBUG,Print,'process device data : tp_data_class3 : name : Break Room Touch Panel'
2026-03-05 15:13:09.560305,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class3 : part_number : 60-1561-02'
2026-03-05 15:13:25.940636,Device TP:BreakRmPanel,Option,'PrintToTrace,True'Timestamp,Device Name,MessageType,Data
2026-03-05 15:13:25.946085,Device TP:BreakRmPanel,Command,'ShowPopup,Booting,0'
2026-03-05 15:13:25.951017,DEBUG,Print,"{'alias': 'LobbyPanel', 'name': 'Lobby Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 15:13:25.951871,DEBUG,Print,'process device data : tp_data_class4 : alias : LobbyPanel'
2026-03-05 15:13:25.952663,DEBUG,Print,'process device data : tp_data_class4 : name : Lobby Touch Panel'
2026-03-05 15:13:25.953455,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class4 : part_number : 60-1561-02'
2026-03-05 15:13:42.286528,Device TP:LobbyPanel,Option,'PrintToTrace,True'
2026-03-05 15:13:42.292091,Device TP:LobbyPanel,Command,'ShowPopup,Booting,0'
2026-03-05 15:13:42.293565,DEBUG,Print,"{'alias': 'HallPanel', 'name': 'Hall Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 15:13:42.295000,DEBUG,Print,'process device data : tp_data_class5 : alias : HallPanel'
2026-03-05 15:13:42.296406,DEBUG,Print,'process device data : tp_data_class5 : name : Hall Touch Panel'
2026-03-05 15:13:42.297850,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class5 : part_number : 60-1561-02'
2026-03-05 15:13:58.609969,Device TP:HallPanel,Option,'PrintToTrace,True'
2026-03-05 15:13:58.611319,Device TP:HallPanel,Command,'ShowPopup,Booting,0'
2026-03-05 15:13:58.611517,DEBUG,Print,"{'alias': 'BWDPanel', 'name': 'BWD Touch Panel', 'part_number': '60-1787-02'}"
2026-03-05 15:13:58.611591,DEBUG,Print,'process device data : tp_data_class6 : alias : BWDPanel'
2026-03-05 15:13:58.611658,DEBUG,Print,'process device data : tp_data_class6 : name : BWD Touch Panel'
2026-03-05 15:13:58.611766,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class6 : part_number : 60-1787-02'
2026-03-05 15:14:15.021085,Device TP:BWDPanel,Option,'PrintToTrace,True'
2026-03-05 15:14:15.027139,Device TP:BWDPanel,Command,'ShowPopup,Booting,0'
2026-03-05 15:14:15.032691,DEBUG,Print,'module class for plugin  failed to be defined'
2026-03-05 15:14:15.034600,DEBUG,Print,'module class for plugin  failed to be defined'
2026-03-05 15:14:15.037789,DEBUG,Print,"{'plugin_name': 'plugin_switch_extron_nav', 'model': 'NAV', 'submodel': 'NAVigator', 'spi_host': 'spd0', 'control_method': 'SPD', 'serial_host': 'processor0', 'serial_port': 'COM1', 'serial_baud': 57600, 'used_inputs': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'src_uncombined_names': ['None', 'CATV 1', 'CATV 2', 'CATV 3', 'CATV 4', 'CATV 5', 'CATV 6', 'None', 'None', 'Security Feed', 'Signage', 'none', 'none', 'BWD Feed 1', 'BWD Feed 2', 'BWD Feed 3', 'BWD Feed 4', 'Aux HDMI 1', 'Aux HDMI 2', 'Aux HDMI 3', 'Aux HDMI 4', 'Aux HDMI 5', 'Aux HDMI 6', 'Aux HDMI 7'], 'presentation_inputs': [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], 'vtc_camera_inputs': [None, None], 'vtc_inputs': [1, 2, 3, 4, 5], 'used_outputs': [0, 1, 2, 3, 4, 5, 6], 'video_dest_uncombined_names': ['Display', 'Display', 'Display', 'Display', 'Display', 'Display'], 'audio_dest_uncombined_names': [], 'disp_outputs': [0, 1, 2, 3, 4, 5], 'vtc_camera_outputs': [None, None], 'audio_outputs': [], 'name': 'Video Switcher', 'nav_input_ids': [0, 1102, 1103, 1104, 1105, 1106, 1107, 0, 0, 1108, 1101, 0, 0, 0, 0, 0, 0, 201, 202, 203, 204, 205, 206], 'nav_output_ids': [501, 502, 503, 601, 701, 901, 1101]}"
2026-03-05 15:14:15.038908,DEBUG,Print,'process device data : switch_data_class0 : plugin_name : plugin_switch_extron_nav'
2026-03-05 15:14:15.040384,DEBUG,Print,'process device data : switch_data_class0 : model : NAV'
2026-03-05 15:14:15.041875,DEBUG,Print,'process device data : switch_data_class0 : submodel : NAVigator'
2026-03-05 15:14:15.043358,DEBUG,Print,'process device data : switch_data_class0 : spi_host : spd0'
2026-03-05 15:14:15.045489,DEBUG,Print,'process device data : switch_data_class0 : control_method : SPD'
2026-03-05 15:14:15.058124,DEBUG,Print,'process device data : switch_data_class0 : serial_host : processor0'
2026-03-05 15:14:15.060404,DEBUG,Print,'process device data : switch_data_class0 : serial_port : COM1'
2026-03-05 15:14:15.065676,DEBUG,Print,'process device data : switch_data_class0 : serial_baud : 57600'
2026-03-05 15:14:15.066214,DEBUG,Print,'process device data : switch_data_class0 : used_inputs : [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]'
2026-03-05 15:14:15.067134,DEBUG,Print,"process device data : switch_data_class0 : src_uncombined_names : ['None', 'CATV 1', 'CATV 2', 'CATV 3', 'CATV 4', 'CATV 5', 'CATV 6', 'None', 'None', 'Security Feed', 'Signage', 'none', 'none', 'BWD Feed 1', 'BWD Feed 2', 'BWD Feed 3', 'BWD Feed 4', 'Aux HDMI 1', 'Aux HDMI 2', 'Aux HDMI 3', 'Aux HDMI 4', 'Aux HDMI 5', 'Aux HDMI 6', 'Aux HDMI 7']"
2026-03-05 15:14:15.067592,DEBUG,Print,'process device data : switch_data_class0 : presentation_inputs : [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]'
2026-03-05 15:14:15.068554,DEBUG,Print,'process device data : switch_data_class0 : vtc_camera_inputs : [None, None]'
2026-03-05 15:14:15.069231,DEBUG,Print,'process device data : switch_data_class0 : vtc_inputs : [1, 2, 3, 4, 5]'
2026-03-05 15:14:15.069809,DEBUG,Print,'process device data : switch_data_class0 : used_outputs : [0, 1, 2, 3, 4, 5, 6]'
2026-03-05 15:14:15.071240,DEBUG,Print,"process device data : switch_data_class0 : video_dest_uncombined_names : ['Display', 'Display', 'Display', 'Display', 'Display', 'Display']"
2026-03-05 15:14:15.071823,DEBUG,Print,'process device data : switch_data_class0 : audio_dest_uncombined_names : []'
2026-03-05 15:14:15.072381,DEBUG,Print,'process device data : switch_data_class0 : disp_outputs : [0, 1, 2, 3, 4, 5]'
2026-03-05 15:14:15.073155,DEBUG,Print,'process device data : switch_data_class0 : vtc_camera_outputs : [None, None]'
2026-03-05 15:14:15.085681,DEBUG,Print,'process device data : switch_data_class0 : audio_outputs : []'
2026-03-05 15:14:15.085908,DEBUG,Print,'process device data : switch_data_class0 : name : Video Switcher'
2026-03-05 15:14:15.086683,DEBUG,Print,'process device data : switch_data_class0 : nav_input_ids : [0, 1102, 1103, 1104, 1105, 1106, 1107, 0, 0, 1108, 1101, 0, 0, 0, 0, 0, 0, 201, 202, 203, 204, 205, 206]'
2026-03-05 15:14:15.087382,DEBUG,Print,'process device data : switch_data_class0 : nav_output_ids : [501, 502, 503, 601, 701, 901, 1101]'
2026-03-05 15:14:24.423722,Device SPDevice:spd0,Option,'PrintToTrace,True'Timestamp,Device Name,MessageType,Data
2026-03-05 15:14:24.459738,Module:Switch0,Option,'PrintToTrace,True'
2026-03-05 15:14:24.461853,Module:Switch0,Event,'ConnectionStatus,Disconnected,None'
2026-03-05 15:14:24.463120,DEBUG,Print,'module class for plugin  failed to be defined'
2026-03-05 15:14:24.464726,DEBUG,Print,"{'plugin_name': 'plugin_display_nec_mexx1', 'model': 'NEC MExx1', 'submodel': 'M651', 'control_method': 'Serial', 'ip_address': '10.3.80.29', 'ip_port': 1024, 'serial_host': 'spd1', 'serial_port': 'COM1', 'serial_baud': 9600, 'up_screen_relay_host': '', 'up_screen_relay_port': '', 'down_screen_relay_host': '', 'down_screen_relay_port': '', 'automatic_power_on_uncombined': False, 'automatic_screen_control': False, 'name': 'Display', 'volume_step_size': 1}"
2026-03-05 15:14:24.466387,DEBUG,Print,'process device data : display_data_class0 : plugin_name : plugin_display_nec_mexx1'
2026-03-05 15:14:24.467287,DEBUG,Print,'process device data : display_data_class0 : model : NEC MExx1'
2026-03-05 15:14:24.467417,Module:Switch0,Event,'ConnectionStatus,Connected,None'
2026-03-05 15:14:24.468147,DEBUG,Print,'process device data : display_data_class0 : submodel : M651'
2026-03-05 15:14:24.469284,Module:Switch0,Event,'ConnectionStatus,Disconnected,None'
2026-03-05 15:14:24.470067,DEBUG,Print,'process device data : display_data_class0 : control_method : Serial'
2026-03-05 15:14:24.471403,DEBUG,Print,'process device data : display_data_class0 : ip_address : 10.3.80.29'
2026-03-05 15:14:24.472714,DEBUG,Print,'process device data : display_data_class0 : ip_port : 1024'
2026-03-05 15:14:24.473523,DEBUG,Print,'process device data : display_data_class0 : serial_host : spd1'
2026-03-05 15:14:24.474309,DEBUG,Print,'process device data : display_data_class0 : serial_port : COM1'
2026-03-05 15:14:24.475070,DEBUG,Print,'process device data : display_data_class0 : serial_baud : 9600'
2026-03-05 15:14:24.475887,DEBUG,Print,'process device data : display_data_class0 : up_screen_relay_host : '
2026-03-05 15:14:24.478249,DEBUG,Print,'process device data : display_data_class0 : up_screen_relay_port : '
2026-03-05 15:14:24.479342,DEBUG,Print,'process device data : display_data_class0 : down_screen_relay_host : '
2026-03-05 15:14:24.480742,DEBUG,Print,'process device data : display_data_class0 : down_screen_relay_port : '
2026-03-05 15:14:24.483219,DEBUG,Print,'process device data : display_data_class0 : automatic_power_on_uncombined : False'
2026-03-05 15:14:24.483649,DEBUG,Print,'process device data : display_data_class0 : automatic_screen_control : False'
2026-03-05 15:14:24.484273,DEBUG,Print,'process device data : display_data_class0 : name : Display'
2026-03-05 15:14:24.484680,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : display_data_class0 : volume_step_size : 1'
2026-03-05 15:14:33.678946,Device SPDevice:spd1,Option,'PrintToTrace,True'
2026-03-05 15:14:36.754641,Module:Display0,Option,'PrintToTrace,True'
2026-03-05 15:14:36.758136,Module:Display0,Event,'ConnectionStatus,Disconnected,None'
2026-03-05 15:14:36.759592,Module:Display0,Event,'FullConnectionStatus,Disconnected,None'
2026-03-05 15:14:36.761271,DEBUG,Print,"{'plugin_name': 'plugin_display_nec_mexx1', 'model': 'NEC MExx1', 'submodel': 'M651', 'control_method': 'Serial', 'ip_address': '10.3.80.29', 'ip_port': 1024, 'serial_host': 'spd2', 'serial_port': 'COM1', 'serial_baud': 9600, 'up_screen_relay_host': '', 'up_screen_relay_port': '', 'down_screen_relay_host': '', 'down_screen_relay_port': '', 'automatic_power_on_uncombined': False, 'automatic_screen_control': False, 'name': 'Display', 'volume_step_size': 1}"
2026-03-05 15:14:36.763870,DEBUG,Print,'process device data : display_data_class1 : plugin_name : plugin_display_nec_mexx1'
2026-03-05 15:14:36.765359,DEBUG,Print,'process device data : display_data_class1 : model : NEC MExx1'
2026-03-05 15:14:36.766855,DEBUG,Print,'process device data : display_data_class1 : submodel : M651'
2026-03-05 15:14:36.768502,DEBUG,Print,'process device data : display_data_class1 : control_method : Serial'
2026-03-05 15:14:36.770427,DEBUG,Print,'process device data : display_data_class1 : ip_address : 10.3.80.29'
2026-03-05 15:14:36.772867,DEBUG,Print,'process device data : display_data_class1 : ip_port : 1024'
2026-03-05 15:14:36.774560,DEBUG,Print,'process device data : display_data_class1 : serial_host : spd2'
2026-03-05 15:14:36.782584,DEBUG,Print,'process device data : display_data_class1 : serial_port : COM1'
2026-03-05 15:14:36.783671,DEBUG,Print,'process device data : display_data_class1 : serial_baud : 9600'
2026-03-05 15:14:36.784066,DEBUG,Print,'process device data : display_data_class1 : up_screen_relay_host : '
2026-03-05 15:14:36.784794,DEBUG,Print,'process device data : display_data_class1 : up_screen_relay_port : '
2026-03-05 15:14:36.785787,DEBUG,Print,'process device data : display_data_class1 : down_screen_relay_host : '
2026-03-05 15:14:36.786975,DEBUG,Print,'process device data : display_data_class1 : down_screen_relay_port : '
2026-03-05 15:14:36.787759,DEBUG,Print,'process device data : display_data_class1 : automatic_power_on_uncombined : False'
2026-03-05 15:14:36.788541,DEBUG,Print,'process device data : display_data_class1 : automatic_screen_control : False'
2026-03-05 15:14:36.789320,DEBUG,Print,'process device data : display_data_class1 : name : Display'
