Timestamp,Device Name,MessageType,Data
2026-03-05 16:00:16.076916,DEBUG,Print,'save program logs to file? True'
2026-03-05 16:00:16.079925,DEBUG,Print,'enable debug server? True'
2026-03-05 16:00:16.083608,DEBUG,Print,"{'alias': 'IC142Panel', 'name': 'IC Room 142 Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 16:00:16.083608,DEBUG,Print,'process device data : tp_data_class0 : alias : IC142Panel'
2026-03-05 16:00:16.085676,DEBUG,Print,'process device data : tp_data_class0 : name : IC Room 142 Touch Panel'
2026-03-05 16:00:16.085676,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class0 : part_number : 60-1561-02'
2026-03-05 16:00:16.092243,Device TP:IC142Panel,Option,'PrintToTrace,True'
2026-03-05 16:00:16.094250,Device TP:IC142Panel,Command,'ShowPopup,Booting,0'
2026-03-05 16:00:16.095251,DEBUG,Print,"{'alias': 'IC143Panel', 'name': 'IC Room 143 Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 16:00:16.095251,DEBUG,Print,'process device data : tp_data_class1 : alias : IC143Panel'
2026-03-05 16:00:16.095762,DEBUG,Print,'process device data : tp_data_class1 : name : IC Room 143 Touch Panel'
2026-03-05 16:00:16.095762,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class1 : part_number : 60-1561-02'
2026-03-05 16:00:16.169145,Device TP:IC143Panel,Option,'PrintToTrace,True'
2026-03-05 16:00:16.173202,Device TP:IC143Panel,Command,'ShowPopup,Booting,0'
2026-03-05 16:00:16.173202,DEBUG,Print,"{'alias': 'IC144Panel', 'name': 'IC Room 144 Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 16:00:16.173202,DEBUG,Print,'process device data : tp_data_class2 : alias : IC144Panel'
2026-03-05 16:00:16.173202,DEBUG,Print,'process device data : tp_data_class2 : name : IC Room 144 Touch Panel'
2026-03-05 16:00:16.173202,DEBUG,Print,'!!!! CONFIG FAILURE !!!!!:process device data : tp_data_class2 : part_number : 60-1561-02'
2026-03-05 16:00:16.258120,Device TP:IC144Panel,Option,'PrintToTrace,True'
2026-03-05 16:00:16.261121,Device TP:IC144Panel,Command,'ShowPopup,Booting,0'
2026-03-05 16:00:16.261121,DEBUG,Print,"{'alias': 'BreakRmPanel', 'name': 'Break Room Touch Panel', 'part_number': '60-1561-02'}"
2026-03-05 16:00:16.261121,DEBUG,Print,'process device data : tp_data_class3 : alias : BreakRmPanel'
