Timestamp,Device Name,MessageType,Data
2025-08-22 14:09:10.987181,Processor,Option,'PrintToTrace,True'
2025-08-22 14:09:26.117906,iPad,Option,'PrintToTrace,True'
2025-08-22 14:09:41.241721,Phone,Option,'PrintToTrace,True'
2025-08-22 14:09:41.244722,MainTP,Option,'PrintToTrace,True'
2025-08-22 14:09:41.245721,MainTP,Command,'AddPanel,panel0'
2025-08-22 14:09:41.245721,MainTP,Command,'AddPanel,panel1'
2025-08-22 14:09:41.269329,AVR,Option,'PrintToTrace,True'
2025-08-22 14:09:41.285841,AVR,Event,'OnlineStatus,Online'
2025-08-22 14:09:41.331714,Projector,Option,'PrintToTrace,True'
2025-08-22 14:09:41.333712,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-08-22 14:09:42.009098,MainTP,Command,'HideAllPopups'
2025-08-22 14:09:42.009098,MainTP,Command,'ShowPage,Start Page'
2025-08-22 14:09:52.041857,Projector,Command,'Connect'
2025-08-22 14:09:52.822845,Projector,Event,'ConnectionStatus,Connected,None'
2025-08-22 14:09:52.915747,MainTP,Command,'SetText,Label,100,lbl_projector,Projector\nStatus'
2025-08-22 14:09:54.200605,Projector,API,From Device,"b'Ok003V\\xae2000C1500\\r'"
2025-08-22 14:10:02.931976,Projector,Command,'UpdatePower,None'
2025-08-22 14:10:02.932968,Projector,API,To Device,'~00150 1\r'
2025-08-22 14:10:03.350588,Projector,API,From Device,b'Ok003V\xae2000C1500\r'
2025-08-22 14:10:03.352528,Projector,Event,'Power,Off,None'
2025-08-22 14:10:03.445045,MainTP,Command,'SetStateButton,101,btn_projector,0'
2025-08-22 14:10:03.445045,MainTP,Command,'SetTextButton,101,btn_projector,Off'
2025-08-22 14:10:03.446044,MainTP,Command,'ShowPage,Start Page'
2025-08-22 14:10:03.447061,MainTP,Command,'HideAllPopups'
2025-08-22 14:10:03.447061,Projector,Event,'Input,None,None'
2025-08-22 14:10:03.448051,Projector,Event,'DisplayMode,None,None'
2025-08-22 14:10:04.829307,Projector,API,From Device,"b'Ok003V\\xae2000C1500\\r'"
2025-08-22 14:10:13.472439,Projector,Command,'UpdatePower,None'Timestamp,Device Name,MessageType,Data
2025-08-22 14:10:13.472439,Projector,API,To Device,'~00150 1\r'
2025-08-22 14:10:13.718834,Projector,API,From Device,b'Ok003V\xae2000C1500\r'
2025-08-22 14:10:15.072851,Projector,API,From Device,"b'Ok003V\\xae2000C1500\\r'"
2025-08-22 14:10:23.733402,Projector,Command,'UpdatePower,None'
2025-08-22 14:10:23.733402,Projector,API,To Device,'~00150 1\r'
2025-08-22 14:10:24.087010,Projector,API,From Device,b'Ok003V\xae2000C1500\r'
2025-08-22 14:10:26.204964,Projector,API,From Device,"b'Ok003V\\xae2000C1500\\r'"
2025-08-22 14:10:34.101087,Projector,Command,'UpdatePower,None'
2025-08-22 14:10:34.101087,Projector,API,To Device,'~00150 1\r'
2025-08-22 14:10:34.469961,Projector,API,From Device,b'Ok003V\xae2000C1500\r'
2025-08-22 14:10:36.894288,Projector,API,From Device,"b'Ok003V\\xae2000C1500\\r'"
2025-08-22 14:10:44.486470,Projector,Command,'UpdatePower,None'
2025-08-22 14:10:44.486470,Projector,API,To Device,'~00150 1\r'
2025-08-22 14:10:45.008879,Projector,API,From Device,b'Ok003V\xae2000C1500\r'
