Timestamp,Device Name,MessageType,Data
2025-09-05 13:59:45.810036,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:59:46.198155,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 13:59:56.212341,Projector,Command,'UpdatePower,None'
2025-09-05 13:59:56.212341,Projector,API,To Device,'~00150 1\r'
2025-09-05 13:59:57.225771,Projector,API,From Device,b''
2025-09-05 14:00:07.237851,Projector,Command,'UpdatePower,None'
2025-09-05 14:00:07.237851,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:00:07.238877,Projector,API,From Device,b''
2025-09-05 14:00:17.264416,Projector,Command,'UpdatePower,None'
2025-09-05 14:00:17.264416,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:00:17.264416,Projector,API,From Device,b''
2025-09-05 14:00:27.194150,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-09-05 14:00:27.195227,MainTP,Command,'SetText,Label,100,None,Disconnected'
2025-09-05 14:00:33.453010,Projector,Command,'Connect'
2025-09-05 14:00:43.456060,Projector,Command,'Connect'Timestamp,Device Name,MessageType,Data
2025-09-05 14:00:53.471625,Projector,Command,'Connect'
2025-09-05 14:01:03.473130,Projector,Command,'Connect'
2025-09-05 14:01:13.484979,Projector,Command,'Connect'
2025-09-05 14:01:23.487605,Projector,Command,'Connect'
2025-09-05 14:01:33.498211,Projector,Command,'Connect'
2025-09-05 14:01:33.524257,Projector,Event,'ConnectionStatus,Connected,None'
2025-09-05 14:01:33.525655,MainTP,Command,'SetText,Label,100,None,Projector\nStatus'
2025-09-05 14:01:43.543652,Projector,Command,'UpdatePower,None'Timestamp,Device Name,MessageType,Data
2025-09-05 14:27:31.389688,Processor,Option,'PrintToTrace,True'
2025-09-05 14:27:46.530351,iPad,Option,'PrintToTrace,True'
2025-09-05 14:28:01.658659,Phone,Option,'PrintToTrace,True'
2025-09-05 14:28:01.661127,MainTP,Option,'PrintToTrace,True'
2025-09-05 14:28:01.661127,MainTP,Command,'AddPanel,BonusRoom0'
2025-09-05 14:28:01.661127,MainTP,Command,'AddPanel,BonusRoom1'
2025-09-05 14:28:01.701934,AVR,Option,'PrintToTrace,True'
2025-09-05 14:28:01.733884,AVR,Event,'OnlineStatus,Online'
2025-09-05 14:28:01.826285,iPad,Event,'DisplayStateChanged,Unavailable'
2025-09-05 14:28:01.826922,iPad,Event,'DisplayTimerChanged,Unavailable'
2025-09-05 14:28:01.826922,iPad,Event,'DisplayTimerEnabledChanged,Unavailable'
2025-09-05 14:28:01.826922,iPad,Event,'InactivityTime,0'
2025-09-05 14:28:01.826922,iPad,Event,'LightDetectedStateChanged,Unavailable'
2025-09-05 14:28:01.827922,iPad,Event,'SleepTimerChanged,Unavailable'
2025-09-05 14:28:01.827922,iPad,Event,'SleepTimerEnabledChanged,Unavailable'
2025-09-05 14:28:02.029146,Projector,Option,'PrintToTrace,True'
2025-09-05 14:28:02.030163,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-09-05 14:28:02.033780,MainTP,Command,'HideAllPopups'
2025-09-05 14:28:02.033780,MainTP,Command,'ShowPage,Start Page'
2025-09-05 14:28:12.050973,Projector,Command,'Connect'
2025-09-05 14:28:12.318476,Projector,Event,'ConnectionStatus,Connected,None'
2025-09-05 14:28:12.318711,MainTP,Command,'SetText,Label,100,None,Projector\nStatus'
2025-09-05 14:28:15.105676,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:28:16.981786,Phone,Event,'DisplayStateChanged,Unavailable'
2025-09-05 14:28:16.982786,Phone,Event,'DisplayTimerChanged,Unavailable'
2025-09-05 14:28:16.982786,Phone,Event,'DisplayTimerEnabledChanged,Unavailable'
2025-09-05 14:28:16.982786,Phone,Event,'InactivityTime,0'
2025-09-05 14:28:16.983786,Phone,Event,'LightDetectedStateChanged,Unavailable'
2025-09-05 14:28:16.983786,Phone,Event,'SleepTimerChanged,Unavailable'
2025-09-05 14:28:16.984785,Phone,Event,'SleepTimerEnabledChanged,Unavailable'
2025-09-05 14:28:22.328302,Projector,Command,'UpdatePower,None'
2025-09-05 14:28:22.329292,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:28:22.682120,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:28:22.685121,Projector,Event,'Power,Off,None'
2025-09-05 14:28:22.686118,MainTP,Command,'SetStateButton,101,None,0'
2025-09-05 14:28:22.686118,MainTP,Command,'SetTextButton,101,None,Off'
2025-09-05 14:28:22.686118,MainTP,Command,'ShowPage,Start Page'
2025-09-05 14:28:22.687122,MainTP,Command,'HideAllPopups'
2025-09-05 14:28:22.687122,Projector,Event,'Input,None,None'
2025-09-05 14:28:22.687122,Projector,Event,'DisplayMode,None,None'
2025-09-05 14:28:25.773301,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:28:32.699770,Projector,Command,'UpdatePower,None'Timestamp,Device Name,MessageType,Data
2025-09-05 14:28:32.699770,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:28:32.900236,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:28:36.840795,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:28:42.918989,Projector,Command,'UpdatePower,None'
2025-09-05 14:28:42.918989,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:28:43.134929,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:28:47.225593,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:28:53.159861,Projector,Command,'UpdatePower,None'
2025-09-05 14:28:53.159861,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:28:53.346395,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:28:57.628262,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:29:03.366424,Projector,Command,'UpdatePower,None'
2025-09-05 14:29:03.366424,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:29:03.597697,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:29:07.788390,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:29:13.610623,Projector,Command,'UpdatePower,None'
2025-09-05 14:29:13.610623,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:29:13.789773,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:29:18.371628,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:29:23.806794,Projector,Command,'UpdatePower,None'
2025-09-05 14:29:23.806794,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:29:24.005869,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:29:29.375663,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:29:34.037279,Projector,Command,'UpdatePower,None'Timestamp,Device Name,MessageType,Data
2025-09-05 14:29:34.038292,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:29:34.296098,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:29:34.640731,Processor,Event,'OnlineStatus,Online'
2025-09-05 14:29:39.959251,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:29:44.313388,Projector,Command,'UpdatePower,None'
2025-09-05 14:29:44.313388,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:29:44.636231,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:29:49.764946,iPad,Event,'OnlineStatus,Offline'
2025-09-05 14:29:50.399569,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:29:54.653219,Projector,Command,'UpdatePower,None'
2025-09-05 14:29:54.653219,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:29:54.974471,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:30:00.881031,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:30:04.868173,Phone,Event,'OnlineStatus,Offline'
2025-09-05 14:30:04.974874,AVR,Event,'OnlineStatus,Online'
2025-09-05 14:30:04.988763,Projector,Command,'UpdatePower,None'
2025-09-05 14:30:04.988763,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:30:05.359385,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:30:11.220963,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:30:15.376523,Projector,Command,'UpdatePower,None'
2025-09-05 14:30:15.376523,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:30:15.543421,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:30:21.594291,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:30:25.552024,Projector,Command,'UpdatePower,None'
2025-09-05 14:30:25.552024,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:30:26.058269,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:30:32.712286,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"Timestamp,Device Name,MessageType,Data
2025-09-05 14:30:36.070160,Projector,Command,'UpdatePower,None'
2025-09-05 14:30:36.070160,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:30:36.439978,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:30:43.442039,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:30:46.450178,Projector,Command,'UpdatePower,None'
2025-09-05 14:30:46.451041,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:30:46.741513,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:30:53.622086,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:30:56.747406,Projector,Command,'UpdatePower,None'
2025-09-05 14:30:56.747406,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:30:57.005643,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:31:04.185543,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:31:07.028221,Projector,Command,'UpdatePower,None'
2025-09-05 14:31:07.030062,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:31:07.472068,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:31:14.579031,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:31:17.494031,Projector,Command,'UpdatePower,None'
2025-09-05 14:31:17.494031,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:31:17.574029,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:31:25.039256,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:31:27.587109,Projector,Command,'UpdatePower,None'
2025-09-05 14:31:27.587109,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:31:27.692540,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:31:35.730100,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"Timestamp,Device Name,MessageType,Data
2025-09-05 14:32:25.015515,Processor,Option,'PrintToTrace,True'
2025-09-05 14:32:25.047387,iPad,Option,'PrintToTrace,True'
2025-09-05 14:32:25.062816,Phone,Option,'PrintToTrace,True'
2025-09-05 14:32:25.064815,MainTP,Option,'PrintToTrace,True'
2025-09-05 14:32:25.065816,MainTP,Command,'AddPanel,BonusRoom0'
2025-09-05 14:32:25.065816,MainTP,Command,'AddPanel,BonusRoom1'
2025-09-05 14:32:25.093377,AVR,Option,'PrintToTrace,True'
2025-09-05 14:32:25.301865,Projector,Option,'PrintToTrace,True'
2025-09-05 14:32:25.302866,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-09-05 14:32:25.305867,MainTP,Command,'HideAllPopups'
2025-09-05 14:32:25.305867,MainTP,Command,'ShowPage,Start Page'
2025-09-05 14:32:35.327864,Projector,Command,'Connect'
2025-09-05 14:32:35.498663,Projector,Event,'ConnectionStatus,Connected,None'
2025-09-05 14:32:35.499662,MainTP,Command,'SetText,Label,100,lbl_projector,Projector\nStatus'
2025-09-05 14:32:39.164926,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:32:40.390731,iPad,Event,'DisplayStateChanged,Unavailable'
2025-09-05 14:32:40.390731,iPad,Event,'DisplayTimerChanged,Unavailable'
2025-09-05 14:32:40.391795,iPad,Event,'DisplayTimerEnabledChanged,Unavailable'
2025-09-05 14:32:40.391795,iPad,Event,'InactivityTime,0'
2025-09-05 14:32:40.392809,iPad,Event,'LightDetectedStateChanged,Unavailable'
2025-09-05 14:32:40.392809,iPad,Event,'SleepTimerChanged,Unavailable'
2025-09-05 14:32:40.392809,iPad,Event,'SleepTimerEnabledChanged,Unavailable'
2025-09-05 14:32:40.433967,Phone,Event,'DisplayStateChanged,Unavailable'
2025-09-05 14:32:40.433967,Phone,Event,'DisplayTimerChanged,Unavailable'
2025-09-05 14:32:40.433967,Phone,Event,'DisplayTimerEnabledChanged,Unavailable'
2025-09-05 14:32:40.433967,Phone,Event,'InactivityTime,0'
2025-09-05 14:32:40.433967,Phone,Event,'LightDetectedStateChanged,Unavailable'
2025-09-05 14:32:40.433967,Phone,Event,'SleepTimerChanged,Unavailable'
2025-09-05 14:32:40.433967,Phone,Event,'SleepTimerEnabledChanged,Unavailable'
2025-09-05 14:32:45.517432,Projector,Command,'UpdatePower,None'
2025-09-05 14:32:45.517432,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:32:45.635882,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:32:45.637044,Projector,Event,'Power,Off,None'
2025-09-05 14:32:45.638042,MainTP,Command,'SetStateButton,101,btn_projector,0'
2025-09-05 14:32:45.638042,MainTP,Command,'SetTextButton,101,btn_projector,Off'
2025-09-05 14:32:45.638042,MainTP,Command,'ShowPage,Start Page'
2025-09-05 14:32:45.638042,MainTP,Command,'HideAllPopups'
2025-09-05 14:32:45.639042,Projector,Event,'Input,None,None'
2025-09-05 14:32:45.639042,Projector,Event,'DisplayMode,None,None'
2025-09-05 14:32:49.994467,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:32:55.653831,Projector,Command,'UpdatePower,None'
2025-09-05 14:32:55.653831,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:32:56.073168,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:33:00.522817,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:33:06.084722,Projector,Command,'UpdatePower,None'
2025-09-05 14:33:06.084722,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:33:06.315513,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:33:10.838352,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:33:16.319757,Projector,Command,'UpdatePower,None'
2025-09-05 14:33:16.319757,Projector,API,To Device,'~00150 1\r'
2025-09-05 14:33:16.552046,Projector,API,From Device,b'Ok003V\xaf8000C1500\r'
2025-09-05 14:33:21.215460,Projector,API,From Device,"b'Ok003V\\xaf8000C1500\\r'"
2025-09-05 14:33:26.563946,Projector,Command,'UpdatePower,None'Timestamp,Device Name,MessageType,Data
2025-09-05 14:34:51.212264,Processor,Option,'PrintToTrace,True'
2025-09-05 14:34:51.243996,iPad,Option,'PrintToTrace,True'
2025-09-05 14:34:51.259809,Phone,Option,'PrintToTrace,True'
2025-09-05 14:34:51.261808,MainTP,Option,'PrintToTrace,True'
2025-09-05 14:34:51.262808,MainTP,Command,'AddPanel,BonusRoom0'
2025-09-05 14:34:51.262808,MainTP,Command,'AddPanel,BonusRoom1'
2025-09-05 14:34:51.288662,AVR,Option,'PrintToTrace,True'
2025-09-05 14:34:51.503012,Projector,Option,'PrintToTrace,True'
2025-09-05 14:34:51.504010,Projector,Event,'ConnectionStatus,Disconnected,None'
2025-09-05 14:34:51.507009,MainTP,Command,'HideAllPopups'
